"No.","Time","Source","Destination","Protocol","Length","Info"
"3","0.000084","192.168.123.6","192.168.123.2","TCP","74","54808  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4096687849 TSecr=0 WS=128"
"4","0.000123","192.168.123.2","192.168.123.6","TCP","74","666  >  54808 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1428563909 TSecr=4096687849 WS=128"
"5","0.000140","192.168.123.6","192.168.123.2","TCP","66","54808  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4096687849 TSecr=1428563909"
"6","0.000352","192.168.123.6","192.168.123.2","TLSv1.3","353","Client Hello"
"7","0.000397","192.168.123.2","192.168.123.6","TCP","66","666  >  54808 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1428563910 TSecr=4096687850"
"8","0.001933","192.168.123.2","192.168.123.6","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"9","0.001958","192.168.123.6","192.168.123.2","TCP","66","54808  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=4096687851 TSecr=1428563911"
"10","0.004413","192.168.123.6","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"11","0.004435","192.168.123.2","192.168.123.6","TCP","66","666  >  54808 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1428563914 TSecr=4096687854"
"12","0.004844","192.168.123.2","192.168.123.6","TLSv1.3","769","Application Data"
"13","0.004933","192.168.123.2","192.168.123.6","TLSv1.3","769","Application Data"
"14","0.004996","192.168.123.6","192.168.123.2","TCP","66","54808  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=4096687854 TSecr=1428563914"
"15","0.005009","192.168.123.6","192.168.123.2","TCP","66","54808  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=4096687854 TSecr=1428563914"
"18","0.022791","192.168.123.5","192.168.123.2","TCP","74","43444  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3740094152 TSecr=0 WS=128"
"19","0.022812","192.168.123.2","192.168.123.5","TCP","74","666  >  43444 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=276408044 TSecr=3740094152 WS=128"
"20","0.022830","192.168.123.5","192.168.123.2","TCP","66","43444  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3740094152 TSecr=276408044"
"21","0.023092","192.168.123.5","192.168.123.2","TLSv1.3","353","Client Hello"
"22","0.023146","192.168.123.2","192.168.123.5","TCP","66","666  >  43444 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=276408044 TSecr=3740094152"
"23","0.024623","192.168.123.2","192.168.123.5","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"24","0.024662","192.168.123.5","192.168.123.2","TCP","66","43444  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3740094154 TSecr=276408046"
"25","0.031473","192.168.123.5","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"26","0.031491","192.168.123.2","192.168.123.5","TCP","66","666  >  43444 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=276408053 TSecr=3740094161"
"27","0.032066","192.168.123.2","192.168.123.5","TLSv1.3","769","Application Data"
"28","0.032166","192.168.123.2","192.168.123.5","TLSv1.3","769","Application Data"
"29","0.032228","192.168.123.5","192.168.123.2","TCP","66","43444  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=3740094162 TSecr=276408053"
"30","0.032242","192.168.123.5","192.168.123.2","TCP","66","43444  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=3740094162 TSecr=276408053"
"33","0.058756","192.168.123.3","192.168.123.2","TCP","74","41456  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3820960983 TSecr=0 WS=128"
"34","0.058778","192.168.123.2","192.168.123.3","TCP","74","666  >  41456 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=2198385417 TSecr=3820960983 WS=128"
"35","0.058794","192.168.123.3","192.168.123.2","TCP","66","41456  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3820960983 TSecr=2198385417"
"36","0.058995","192.168.123.3","192.168.123.2","TLSv1.3","353","Client Hello"
"37","0.059116","192.168.123.2","192.168.123.3","TCP","66","666  >  41456 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=2198385417 TSecr=3820960983"
"38","0.060563","192.168.123.2","192.168.123.3","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"39","0.060582","192.168.123.3","192.168.123.2","TCP","66","41456  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=3820960985 TSecr=2198385419"
"40","0.064443","192.168.123.3","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"41","0.064460","192.168.123.2","192.168.123.3","TCP","66","666  >  41456 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=2198385423 TSecr=3820960989"
"42","0.064855","192.168.123.2","192.168.123.3","TLSv1.3","769","Application Data"
"43","0.064934","192.168.123.2","192.168.123.3","TLSv1.3","769","Application Data"
"44","0.064991","192.168.123.3","192.168.123.2","TCP","66","41456  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=3820960989 TSecr=2198385423"
"45","0.065003","192.168.123.3","192.168.123.2","TCP","66","41456  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=3820960989 TSecr=2198385423"
"48","0.081315","192.168.123.9","192.168.123.2","TCP","74","53120  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2834868457 TSecr=0 WS=128"
"49","0.081367","192.168.123.2","192.168.123.9","TCP","74","666  >  53120 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=618508449 TSecr=2834868457 WS=128"
"50","0.081399","192.168.123.9","192.168.123.2","TCP","66","53120  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2834868458 TSecr=618508449"
"51","0.081706","192.168.123.9","192.168.123.2","TLSv1.3","353","Client Hello"
"52","0.081760","192.168.123.2","192.168.123.9","TCP","66","666  >  53120 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=618508449 TSecr=2834868458"
"53","0.083556","192.168.123.2","192.168.123.9","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"54","0.083591","192.168.123.9","192.168.123.2","TCP","66","53120  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=2834868460 TSecr=618508451"
"55","0.090752","192.168.123.9","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"56","0.090784","192.168.123.2","192.168.123.9","TCP","66","666  >  53120 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=618508458 TSecr=2834868467"
"57","0.091238","192.168.123.2","192.168.123.9","TLSv1.3","769","Application Data"
"58","0.091344","192.168.123.2","192.168.123.9","TLSv1.3","769","Application Data"
"59","0.091423","192.168.123.9","192.168.123.2","TCP","66","53120  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=2834868468 TSecr=618508459"
"60","0.091436","192.168.123.9","192.168.123.2","TCP","66","53120  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=2834868468 TSecr=618508459"
"63","0.102803","192.168.123.4","192.168.123.2","TCP","74","55610  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1565157238 TSecr=0 WS=128"
"64","0.102826","192.168.123.2","192.168.123.4","TCP","74","666  >  55610 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1546081828 TSecr=1565157238 WS=128"
"65","0.102843","192.168.123.4","192.168.123.2","TCP","66","55610  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1565157238 TSecr=1546081828"
"66","0.103036","192.168.123.4","192.168.123.2","TLSv1.3","353","Client Hello"
"67","0.103116","192.168.123.2","192.168.123.4","TCP","66","666  >  55610 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1546081828 TSecr=1565157238"
"68","0.104363","192.168.123.2","192.168.123.4","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"69","0.104384","192.168.123.4","192.168.123.2","TCP","66","55610  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1565157240 TSecr=1546081830"
"70","0.106832","192.168.123.4","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"71","0.106851","192.168.123.2","192.168.123.4","TCP","66","666  >  55610 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1546081832 TSecr=1565157242"
"72","0.107219","192.168.123.2","192.168.123.4","TLSv1.3","769","Application Data"
"73","0.107305","192.168.123.2","192.168.123.4","TLSv1.3","769","Application Data"
"74","0.107362","192.168.123.4","192.168.123.2","TCP","66","55610  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1565157243 TSecr=1546081833"
"75","0.107375","192.168.123.4","192.168.123.2","TCP","66","55610  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=1565157243 TSecr=1546081833"
"78","0.120859","192.168.123.8","192.168.123.2","TCP","74","44374  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4181571948 TSecr=0 WS=128"
"79","0.120883","192.168.123.2","192.168.123.8","TCP","74","666  >  44374 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=3959850792 TSecr=4181571948 WS=128"
"80","0.120918","192.168.123.8","192.168.123.2","TCP","66","44374  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4181571948 TSecr=3959850792"
"81","0.121137","192.168.123.8","192.168.123.2","TLSv1.3","353","Client Hello"
"82","0.121185","192.168.123.2","192.168.123.8","TCP","66","666  >  44374 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=3959850792 TSecr=4181571948"
"83","0.122035","192.168.123.2","192.168.123.8","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"84","0.122059","192.168.123.8","192.168.123.2","TCP","66","44374  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=4181571949 TSecr=3959850793"
"85","0.123423","192.168.123.8","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"86","0.123443","192.168.123.2","192.168.123.8","TCP","66","666  >  44374 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=3959850795 TSecr=4181571951"
"89","0.123655","192.168.123.10","192.168.123.2","TCP","74","43410  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1233311312 TSecr=0 WS=128"
"90","0.123683","192.168.123.2","192.168.123.10","TCP","74","666  >  43410 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=270305883 TSecr=1233311312 WS=128"
"91","0.123709","192.168.123.10","192.168.123.2","TCP","66","43410  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1233311312 TSecr=270305883"
"92","0.123931","192.168.123.10","192.168.123.2","TLSv1.3","353","Client Hello"
"93","0.123987","192.168.123.2","192.168.123.10","TCP","66","666  >  43410 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=270305883 TSecr=1233311312"
"94","0.124027","192.168.123.2","192.168.123.8","TLSv1.3","769","Application Data"
"95","0.124054","192.168.123.8","192.168.123.2","TCP","66","44374  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=4181571951 TSecr=3959850795"
"96","0.124156","192.168.123.2","192.168.123.8","TLSv1.3","769","Application Data"
"97","0.124166","192.168.123.8","192.168.123.2","TCP","66","44374  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=4181571951 TSecr=3959850795"
"98","0.124932","192.168.123.2","192.168.123.10","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"99","0.124970","192.168.123.10","192.168.123.2","TCP","66","43410  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1233311313 TSecr=270305884"
"100","0.126012","192.168.123.10","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"101","0.126035","192.168.123.2","192.168.123.10","TCP","66","666  >  43410 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=270305885 TSecr=1233311314"
"102","0.126441","192.168.123.2","192.168.123.10","TLSv1.3","769","Application Data"
"103","0.126536","192.168.123.2","192.168.123.10","TLSv1.3","769","Application Data"
"104","0.126596","192.168.123.10","192.168.123.2","TCP","66","43410  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1233311315 TSecr=270305886"
"105","0.126610","192.168.123.10","192.168.123.2","TCP","66","43410  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=1233311315 TSecr=270305886"
"108","0.129145","192.168.123.11","192.168.123.2","TCP","74","54536  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=453743778 TSecr=0 WS=128"
"109","0.129167","192.168.123.2","192.168.123.11","TCP","74","666  >  54536 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=1727463480 TSecr=453743778 WS=128"
"110","0.129185","192.168.123.11","192.168.123.2","TCP","66","54536  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=453743779 TSecr=1727463480"
"113","0.129373","192.168.123.7","192.168.123.2","TCP","74","35034  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1643478824 TSecr=0 WS=128"
"114","0.129392","192.168.123.2","192.168.123.7","TCP","74","666  >  35034 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=434619950 TSecr=1643478824 WS=128"
"115","0.129409","192.168.123.7","192.168.123.2","TCP","66","35034  >  666 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1643478824 TSecr=434619950"
"116","0.129418","192.168.123.11","192.168.123.2","TLSv1.3","353","Client Hello"
"117","0.129491","192.168.123.2","192.168.123.11","TCP","66","666  >  54536 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=1727463481 TSecr=453743779"
"118","0.129664","192.168.123.7","192.168.123.2","TLSv1.3","353","Client Hello"
"119","0.129762","192.168.123.2","192.168.123.7","TCP","66","666  >  35034 [ACK] Seq=1 Ack=288 Win=64896 Len=0 TSval=434619950 TSecr=1643478824"
"120","0.130400","192.168.123.2","192.168.123.11","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"121","0.130421","192.168.123.11","192.168.123.2","TCP","66","54536  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=453743780 TSecr=1727463482"
"122","0.130611","192.168.123.2","192.168.123.7","TLSv1.3","1464","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data, Application Data, Application Data"
"123","0.130637","192.168.123.7","192.168.123.2","TCP","66","35034  >  666 [ACK] Seq=288 Ack=1399 Win=64128 Len=0 TSval=1643478825 TSecr=434619951"
"124","0.131667","192.168.123.11","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"125","0.131701","192.168.123.2","192.168.123.11","TCP","66","666  >  54536 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=1727463483 TSecr=453743781"
"126","0.132296","192.168.123.2","192.168.123.11","TLSv1.3","769","Application Data"
"127","0.132329","192.168.123.11","192.168.123.2","TCP","66","54536  >  666 [ACK] Seq=978 Ack=2102 Win=64128 Len=0 TSval=453743782 TSecr=1727463484"
"128","0.132446","192.168.123.2","192.168.123.11","TLSv1.3","769","Application Data"
"129","0.132456","192.168.123.11","192.168.123.2","TCP","66","54536  >  666 [ACK] Seq=978 Ack=2805 Win=64128 Len=0 TSval=453743782 TSecr=1727463484"
"130","0.132491","192.168.123.7","192.168.123.2","TLSv1.3","756","Change Cipher Spec, Application Data, Application Data, Application Data"
"131","0.132508","192.168.123.2","192.168.123.7","TCP","66","666  >  35034 [ACK] Seq=1399 Ack=978 Win=64256 Len=0 TSval=434619953 TSecr=1643478827"
"132","0.132998","192.168.123.2","192.168.123.7","TLSv1.3","769","Application Data"
"133","0.133099","192.168.123.2","192.168.123.7","TLSv1.3","769","Application Data"
"134","0.133153","192.168.123.7","192.168.123.2","TCP","66","35034  >  666 [ACK] Seq=978 Ack=2102 Win=63488 Len=0 TSval=1643478827 TSecr=434619953"
"135","0.133166","192.168.123.7","192.168.123.2","TCP","66","35034  >  666 [ACK] Seq=978 Ack=2805 Win=62848 Len=0 TSval=1643478827 TSecr=434619953"
